date,Strain Score,Avg Heart Rate,Heart Rate Variability,Max Heart Rate,Resting Heart Rate,Total Calories Burned,Recovery Score,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,Nap Count,Nap Sleep,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Score,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Sleep Consistency,Sleep Cycles,Sleep Disturbances,Sleep Disturbances / Hour,Sleep Disturbances Duration,Sleep Onset Latency,Sleep Respiratory Rate,Time Asleep Percent,Time Awake Percent
2021-01-23,4.813205614958354,68.0,22.13546,132.0,81.0,2252.381888220005,4.0,,,,,1.0,8.560736111111112,,,,,,,,,,,,,,,,,
2021-01-24,4.044769244351821,67.0,34.593105,130.0,70.0,1790.8299520868188,13.0,0.0,0.0,0.911728888888889,100.0,1.0,5.75437361111111,0.0,0.0,1.1833333333333333,36.0,-0.4499999999999993,0.6673636111111112,1.57707,0.911728888888889,51.0,0.0,1.0,0.6340872630891463,1.4900333333333333,0.0,15.703125,57.73752258901166,42.26247741098834
2021-01-25,4.642192451317606,61.0,110.38323,134.0,48.0,1706.9452406115558,98.0,1.1435533333333334,17.915642695555725,3.7544438888888885,58.819534929587356,,,1.4849908333333333,23.264822374856916,8.966666666666667,100.0,2.033333333333333,0.5104122222222222,6.884794444444443,6.382988055555556,54.0,3.0,10.0,1.4524761894771328,21.340916666666665,1.5701333333333334,17.34375,92.59563928316138,7.404360716838622
2021-01-26,0.966343333132913,66.0,86.42548,125.0,50.0,1883.0050583323375,77.0,0.9093358333333333,14.991002263618633,3.3400183333333335,55.06240990414549,,,1.8165233333333335,29.94658783223587,9.933333333333334,76.0,3.6,0.2836827777777778,6.342192222222223,6.0658775,44.0,2.0,8.0,1.2613934929264732,16.886866666666666,0.0,17.080078,95.53224529940108,4.467754700598908
2021-01-28,5.194196868208411,77.0,,146.0,,1570.088432122371,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,4.039504244767747,64.0,90.24097,123.0,49.0,1474.3863574405473,77.0,0.8344672222222222,15.67316274747426,3.7306422222222224,70.06981358210479,,,0.7590694444444445,14.257023670420956,11.066666666666666,58.0,5.45,0.29197083333333335,5.6091999999999995,5.3241788888888895,,1.0,8.0,1.426228339157099,17.383566666666663,0.0,16.96289,94.80122774900302,5.1987722509969885
2021-02-16,8.645127005575388,78.0,,157.0,,1899.0999006632408,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-17,3.656902929155661,69.0,61.80889,123.0,59.0,2137.558070924952,34.0,1.4684125,27.930689972899813,2.962216388888889,56.34434982724431,,,0.8267152777777779,15.724960199855872,9.716666666666667,60.0,3.85,0.541965,5.792381666666667,5.257344166666666,,3.0,8.0,1.3811244597429555,15.861500000000001,0.0,17.695312,90.65466274646793,9.345337253532065
2021-02-18,4.137410257384521,64.0,78.84279,120.0,50.0,2074.0558339806403,47.0,0.6922297222222222,17.076811791040747,1.860103888888889,45.887431588991085,1.0,1.954492222222222,1.501290277777778,37.03575661996817,9.616666666666667,42.0,5.433333333333334,0.12539722222222222,4.174189166666666,4.053623888888889,,3.0,4.0,0.9582699394513147,7.450083333333334,0.0,17.90039,96.9993637531809,3.0006362468190986
2021-02-19,4.729222443150064,67.0,58.653545,127.0,50.0,1879.2539053163837,39.0,1.2103963888888887,23.437781799336417,2.569176111111111,49.7488175353583,,,1.3847233333333333,26.813400665305288,11.633333333333333,62.0,6.183333333333334,0.22646333333333332,5.3846291666666675,5.164295833333333,,2.0,3.0,0.5571414311260989,5.447383333333334,1.5540999999999998,17.050781,95.79904561988872,4.200954380111273
